id,name,uri,artist,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,Group,group_n
42N1d6aqK7MfvsdHll5R83,Big Brown Eyes,spotify:track:42N1d6aqK7MfvsdHll5R83,"Benny Sings, ",0.0205,0.9159999999999999,252627,0.475,0.303,9,0.11900000000000001,-8.481,0,0.0495,130.86,4.0,0.695,dinner,0
7h9ktTq5GmXrk8oj8YshSP,Waters Of March - Tim Biro Edit,spotify:track:7h9ktTq5GmXrk8oj8YshSP,"Penderstreet Steppers, Harry ""The It"" Dennis, ",0.777,0.96,258429,0.46,0.821,1,0.11199999999999999,-11.600999999999999,0,0.235,108.85,4.0,0.45899999999999996,dinner,0
6Ecfs0LIfbnRFjBx8dnguQ,Get You Back,spotify:track:6Ecfs0LIfbnRFjBx8dnguQ,"Mayer Hawthorne, ",0.175,0.469,216253,0.47,0.0,3,0.0993,-6.197,1,0.0345,179.757,3.0,0.518,dinner,0
5VUl17rW74R67xbxOppPl8,Paradise - Boehm Remix,spotify:track:5VUl17rW74R67xbxOppPl8,"Josef Salvat, Boehm, ",0.0987,0.8140000000000001,197893,0.526,5.82e-06,6,0.11599999999999999,-7.452000000000001,1,0.0373,119.98700000000001,4.0,0.607,dinner,0
4it9okpXUNL0haiYRxfU0q,Miss Right,spotify:track:4it9okpXUNL0haiYRxfU0q,"Anderson .Paak, ",0.00312,0.8240000000000001,198652,0.526,0.258,10,0.161,-7.334,0,0.222,96.477,4.0,0.6990000000000001,dinner,0
0bwhh6ODCZgJFY2n4CMkoF,Lost (As I Am),spotify:track:0bwhh6ODCZgJFY2n4CMkoF,"Superwalkers, ",0.00297,0.6679999999999999,206096,0.597,0.0823,11,0.28,-7.457999999999999,0,0.0341,120.006,4.0,0.6459999999999999,dinner,0
3zRopmiStbxwO6GAPbzVuk,Hurt Me,spotify:track:3zRopmiStbxwO6GAPbzVuk,"Låpsley, ",0.6759999999999999,0.6609999999999999,231467,0.733,7.06e-05,8,0.16,-5.345,1,0.129,137.904,4.0,0.575,dinner,0
1sq5otKE9EWT2fkJrrJx6Q,1517,spotify:track:1sq5otKE9EWT2fkJrrJx6Q,"The Whitest Boy Alive, ",0.317,0.784,221227,0.539,0.377,11,0.0989,-7.676,0,0.0406,122.53,4.0,0.963,dinner,0
5BTo0g51UzNtfpzrxrY6RQ,Luxembourg Park,spotify:track:5BTo0g51UzNtfpzrxrY6RQ,"Omoh, ",0.384,0.88,204160,0.405,0.00207,0,0.11900000000000001,-8.228,1,0.0611,120.014,4.0,0.775,dinner,0
2pygzLN7fwCgeW5FNaugEm,What You Don't Do - Tom Misch Remix,spotify:track:2pygzLN7fwCgeW5FNaugEm,"Lianne La Havas, Tom Misch, ",0.33399999999999996,0.7040000000000001,229959,0.511,0.13699999999999998,10,0.113,-6.778,0,0.131,93.98899999999999,4.0,0.478,dinner,0
00NLANlysX9yJpOD3mfshw,Outside,spotify:track:00NLANlysX9yJpOD3mfshw,"SoulChef, ",0.0835,0.782,120053,0.565,0.8540000000000001,10,0.142,-10.321,0,0.14800000000000002,93.009,4.0,0.696,dinner,0
0afm4aa732OUJGXr0JGJ56,Walk Walk (20syl Remix),spotify:track:0afm4aa732OUJGXr0JGJ56,"Yael Naim, ",0.466,0.376,176853,0.38,0.000265,5,0.18899999999999997,-9.439,1,0.113,83.694,4.0,0.43,dinner,0
5MjAFPcmrR1DYCgZrXCN4d,Turnin' Me Up,spotify:track:5MjAFPcmrR1DYCgZrXCN4d,"BJ The Chicago Kid, ",0.0369,0.732,269173,0.79,0.11800000000000001,2,0.0543,-4.346,1,0.0918,78.50399999999999,4.0,0.8270000000000001,dinner,0
0IJ1ijo3uoJzy6ZE5wxJio,Grizzly Bear,spotify:track:0IJ1ijo3uoJzy6ZE5wxJio,"Angus & Julia Stone, ",0.496,0.907,248520,0.439,0.0911,9,0.099,-8.621,0,0.049,118.051,4.0,0.929,dinner,0
5JGupSc7p3y6FWoWuuOewZ,Give - Radio Version,spotify:track:5JGupSc7p3y6FWoWuuOewZ,"Emil Germ, ",0.228,0.7929999999999999,207934,0.638,0.00743,0,0.0705,-7.64,1,0.0444,105.009,4.0,0.534,dinner,0
6liqFYyuPXOxhDorB94vbW,"Odissi, Pt. II (Emotif) [Yuksek Remix]",spotify:track:6liqFYyuPXOxhDorB94vbW,"Chassol, ",0.0631,0.6629999999999999,288197,0.8240000000000001,0.278,5,0.0724,-7.995,0,0.0573,89.993,4.0,0.552,dinner,0
1UXYaXFyEogAXs4ddBnpZg,A Simple Game,spotify:track:1UXYaXFyEogAXs4ddBnpZg,"Billy Ocean, ",0.0689,0.6920000000000001,303400,0.72,0.000121,9,0.23199999999999998,-3.975,0,0.0434,109.994,4.0,0.5429999999999999,dinner,0
17XvbAd3K1GOjWy5uQvK2U,Baby,spotify:track:17XvbAd3K1GOjWy5uQvK2U,"Devendra Banhart, ",0.0498,0.833,185787,0.325,0.0674,1,0.15,-10.093,0,0.0404,102.02,4.0,0.863,dinner,0
0fFBRlw706hANaqydx0ujA,Ar Tu Jauti?,spotify:track:0fFBRlw706hANaqydx0ujA,"Saulės Kliošas, ",0.0744,0.815,229800,0.644,0.414,1,0.0659,-7.966,1,0.0556,115.01,4.0,0.654,dinner,0
617uvFPi0cd6YGUApc6lLq,Why,spotify:track:617uvFPi0cd6YGUApc6lLq,"Les Sins, Nate Salman, ",0.23800000000000002,0.7659999999999999,243787,0.6779999999999999,0.185,10,0.107,-7.629,0,0.0331,117.025,4.0,0.642,dinner,0
3RaH9fxrZ541JcayzhcuzX,Second Nature,spotify:track:3RaH9fxrZ541JcayzhcuzX,"Stalking Gia, ",0.652,0.865,246610,0.5479999999999999,0.0161,10,0.113,-7.379,0,0.192,109.98899999999999,4.0,0.879,dinner,0
7qFexQbJ2Kjv9V5hMtK5Lh,Wait For the Moment,spotify:track:7qFexQbJ2Kjv9V5hMtK5Lh,"Vulfpeck, ",0.501,0.773,230677,0.36,0.00409,0,0.0823,-9.722000000000001,1,0.0955,79.207,4.0,0.677,dinner,0
7Dq1sWM1JfMrphbuwfeGVl,How Long,spotify:track:7Dq1sWM1JfMrphbuwfeGVl,"Ace, ",0.5870000000000001,0.7170000000000001,204227,0.406,0.10300000000000001,0,0.0869,-13.954,0,0.0305,123.213,4.0,0.71,dinner,0
5jI0YSy3aW387FQaXQeiaO,Brother Brother,spotify:track:5jI0YSy3aW387FQaXQeiaO,"Surfalot, ",0.34299999999999997,0.662,185202,0.5579999999999999,0.000449,7,0.28,-7.615,1,0.0307,124.976,4.0,0.509,dinner,0
2pNQc7ivtCoOwEGJ04AwzW,Emotional,spotify:track:2pNQc7ivtCoOwEGJ04AwzW,"Snoh Aalegra, ",0.358,0.569,231200,0.6779999999999999,0.0,6,0.023,-6.166,1,0.0715,101.52,4.0,0.862,dinner,0
3jPbQzzYMp2Fc2Qj6hsqkg,Never Said I Was An Angel,spotify:track:3jPbQzzYMp2Fc2Qj6hsqkg,"Pauline, ",0.259,0.7829999999999999,190147,0.6559999999999999,0.00463,1,0.0227,-7.307,1,0.0377,136.037,4.0,0.965,dinner,0
3AA8xNhDC0MpqwkGX3EP5V,If I ever feel better,spotify:track:3AA8xNhDC0MpqwkGX3EP5V,"Phoenix, ",0.0492,0.755,266600,0.5529999999999999,0.00607,6,0.0646,-9.449,0,0.107,119.7,4.0,0.836,dinner,0
6hoRr1KXrixuhILElTIGUM,Effortless,spotify:track:6hoRr1KXrixuhILElTIGUM,"Sabina Ddumba, ",0.192,0.632,180347,0.631,0.0,1,0.107,-5.181,1,0.0433,83.10600000000001,4.0,0.522,dinner,0
1N5zNjjaie1MpYW4oTPqVZ,Keeping Me Under,spotify:track:1N5zNjjaie1MpYW4oTPqVZ,"Two Another, ",0.135,0.795,218926,0.5489999999999999,0.000109,2,0.115,-7.791,1,0.08800000000000001,108.012,4.0,0.5920000000000001,dinner,0
4remf8hQHkZ4nXhOpNTMw4,All For You,spotify:track:4remf8hQHkZ4nXhOpNTMw4,"Lion & The Lamb, ",0.0116,0.648,236081,0.47600000000000003,0.006409999999999999,4,0.0681,-12.818,0,0.184,172.037,4.0,0.963,dinner,0
6ikh8e4YxgOlb11LWUaBp4,The Keys,spotify:track:6ikh8e4YxgOlb11LWUaBp4,"Matt Duncan, ",0.511,0.782,217066,0.478,0.0117,0,0.131,-11.132,1,0.0671,94.99700000000001,4.0,0.7070000000000001,dinner,0
5UBS7QGzK8TikZe4v6A91F,Nothing Gold - Todd Terje Remix,spotify:track:5UBS7QGzK8TikZe4v6A91F,"Joakim, ",0.0532,0.73,561682,0.838,0.9079999999999999,8,0.0522,-6.712000000000001,1,0.0468,112.995,4.0,0.9640000000000001,dinner,0
5W7fIifB8wRBPN6yOcHpi2,Samba de uma nota só,spotify:track:5W7fIifB8wRBPN6yOcHpi2,"Vanessa Da Mata, ",0.47200000000000003,0.7240000000000001,134707,0.573,0.00445,2,0.107,-8.346,1,0.0356,88.02799999999999,4.0,0.46299999999999997,dinner,0
38tH5TrrQ4ckthMLBGlbxV,Double Rainbow,spotify:track:38tH5TrrQ4ckthMLBGlbxV,"Stan Getz, João Gilberto, ",0.9309999999999999,0.478,211867,0.309,0.0241,9,0.115,-16.694000000000003,1,0.0354,95.006,3.0,0.619,dinner,0
0eIW0BGY63JpCydq9j0oVL,La Rua Madureira,spotify:track:0eIW0BGY63JpCydq9j0oVL,"Pauline Croze, ",0.898,0.583,197880,0.402,1.36e-06,7,0.14300000000000002,-10.659,0,0.0317,85.936,4.0,0.552,dinner,0
22DUYHHTOtAwYFnkX7i0Kn,The Night Has a Thousand Eyes,spotify:track:22DUYHHTOtAwYFnkX7i0Kn,"Sonny Rollins, ",0.83,0.7020000000000001,550333,0.295,0.862,7,0.109,-14.149000000000001,1,0.0494,129.255,4.0,0.561,dinner,0
5kapVb34raTBsynt0Zj6qw,Bossa Antigua,spotify:track:5kapVb34raTBsynt0Zj6qw,"Paul Desmond, ",0.925,0.513,282560,0.292,0.82,5,0.0824,-18.232,0,0.0579,97.087,4.0,0.564,dinner,0
1jpzA2afTrTVH2nGJNAiN8,Foi um Rio Que Passou em Minha Vida - Ao Vivo,spotify:track:1jpzA2afTrTVH2nGJNAiN8,"Paulinho Da Viola, ",0.662,0.546,165533,0.48700000000000004,0.000246,9,0.6970000000000001,-15.412,1,0.313,114.449,4.0,0.7859999999999999,dinner,0
70BS5YOpvhWkkol3Alvsi1,The Girl From Ipanema,spotify:track:70BS5YOpvhWkkol3Alvsi1,"Amy Winehouse, ",0.27899999999999997,0.691,166960,0.608,1.75e-06,9,0.111,-5.045,0,0.0516,138.039,4.0,0.713,dinner,0
6RQ1VQNFbi0yn2ZHX12cLJ,Paquetá,spotify:track:6RQ1VQNFbi0yn2ZHX12cLJ,"Dalva De Oliveira, ",0.77,0.688,132582,0.424,0.0,2,0.156,-11.270999999999999,1,0.0701,127.021,4.0,0.893,dinner,0
5013GzW3Mw2vibyztNJoOe,Samba Saravah,spotify:track:5013GzW3Mw2vibyztNJoOe,"Pauline Croze, ",0.8320000000000001,0.6859999999999999,170187,0.435,0.0,6,0.0975,-9.37,1,0.0425,152.004,4.0,0.815,dinner,0
2ukW9zOr51AYeLSmCtTVqW,Não Me Deixe Só,spotify:track:2ukW9zOr51AYeLSmCtTVqW,"Vanessa Da Mata, ",0.33299999999999996,0.731,189667,0.469,0.0115,2,0.0976,-10.724,1,0.0379,107.09299999999999,4.0,0.6409999999999999,dinner,0
1UHqnM0GD6JptREQgmkN9z,Ondo Onda A Meu Amor,spotify:track:1UHqnM0GD6JptREQgmkN9z,"Orlandivo, ",0.276,0.687,222693,0.6609999999999999,0.0859,5,0.245,-12.15,0,0.106,88.102,4.0,0.96,dinner,0
1OzHkIzGMj4S3rWwF8TBjc,Aqua De Coco,spotify:track:1OzHkIzGMj4S3rWwF8TBjc,"Marcos Valle, ",0.48700000000000004,0.755,287560,0.732,0.00091,10,0.45399999999999996,-9.6,0,0.0658,88.02799999999999,4.0,0.825,dinner,0
4oStJO9ZuNRysGUHV2DV6j,Carolina Carol Bela,spotify:track:4oStJO9ZuNRysGUHV2DV6j,"Jorge Ben Jor, Toquinho, ",0.87,0.45,188173,0.53,0.0723,7,0.13699999999999998,-11.284,0,0.0358,86.087,4.0,0.9009999999999999,dinner,0
17WLioC3CduxV3E7SxuEuU,Não Vem Que Não Tem (Nem Vem Que Não),spotify:track:17WLioC3CduxV3E7SxuEuU,"Wilson Simonal, ",0.172,0.745,153347,0.682,0.0,5,0.713,-8.157,1,0.0472,121.354,4.0,0.889,dinner,0
1hrzv3L6VgkXub9T34ipcg,O Telefone Tocou Novamente,spotify:track:1hrzv3L6VgkXub9T34ipcg,"Jorge Ben Jor, ",0.573,0.5329999999999999,231347,0.723,0.0,4,0.0996,-7.223,0,0.0456,87.93799999999999,4.0,0.575,dinner,0
2moGHNaU8a4j1iowyOiYnF,Samba da Bênção,spotify:track:2moGHNaU8a4j1iowyOiYnF,"Maria Bethânia, ",0.37200000000000005,0.597,182160,0.5489999999999999,0.000923,0,0.0992,-11.817,1,0.0543,159.381,4.0,0.851,dinner,0
5AjFVQrx7ABMWaxQvnz3V5,Saudade Dela,spotify:track:5AjFVQrx7ABMWaxQvnz3V5,"Maria Bethânia, Gilberto Gil, Caetano Veloso, ",0.467,0.7659999999999999,208707,0.637,0.0,9,0.264,-8.527999999999999,1,0.0626,95.13600000000001,4.0,0.588,dinner,0
5VKSs0ytf8QhIKqJ5creHP,Falador Passa Mal,spotify:track:5VKSs0ytf8QhIKqJ5creHP,"Os Originais Do Samba, ",0.363,0.7909999999999999,189133,0.802,8.43e-05,5,0.0751,-6.481,0,0.11800000000000001,88.95,4.0,0.8690000000000001,dinner,0
4101xj55k6mKizH6DAsDOZ,Bebete Vãobora,spotify:track:4101xj55k6mKizH6DAsDOZ,"Jorge Ben Jor, ",0.8079999999999999,0.599,154400,0.5379999999999999,0.0,11,0.441,-7.8229999999999995,0,0.0611,89.844,4.0,0.8029999999999999,dinner,0
46I8nmGoUkxHC6hCxFPOnv,C'Est Une Bossa Nova,spotify:track:46I8nmGoUkxHC6hCxFPOnv,"Brigitte Bardot, ",0.715,0.613,129613,0.439,1.28e-05,11,0.135,-10.364,0,0.0297,136.708,4.0,0.73,dinner,0
7Jl757vT5eNqemc6PtY2dA,Zero,spotify:track:7Jl757vT5eNqemc6PtY2dA,"Liniker e os Caramelows, ",0.823,0.514,364359,0.289,0.0,0,0.185,-12.24,1,0.034,77.493,4.0,0.37,dinner,0
3HrNKLtlJsMnJUFnbqCBNT,Irene,spotify:track:3HrNKLtlJsMnJUFnbqCBNT,"Rodrigo Amarante, ",0.9740000000000001,0.547,197920,0.124,0.631,6,0.105,-16.246,0,0.052000000000000005,175.718,3.0,0.27699999999999997,dinner,0
016MhOWmy8BMUm7kUBEqwh,Turbilaho,spotify:track:016MhOWmy8BMUm7kUBEqwh,"Paula Sergio, ",0.191,0.6970000000000001,251427,0.332,0.0,4,0.275,-14.877,0,0.0448,93.404,4.0,0.708,dinner,0
3bgRCx8adxUZT7It3ryrWU,O Bêbado e a Equilibrista,spotify:track:3bgRCx8adxUZT7It3ryrWU,"João Bosco, Angela Maria, ",0.544,0.545,200240,0.723,0.0,11,0.0715,-9.613,0,0.113,103.891,4.0,0.946,dinner,0
1saMuGl5zk1CIVjeHgHH9B,Bossa Nova Cha Cha,spotify:track:1saMuGl5zk1CIVjeHgHH9B,"Luiz Bonfa, Oscar Castro-Neves, Lalo Schifrin, ",0.8270000000000001,0.638,201013,0.213,0.155,2,0.465,-16.119,1,0.052000000000000005,146.995,4.0,0.619,dinner,0
4ll184FeYei96CQuA7MyiI,Brazilian Tapestry,spotify:track:4ll184FeYei96CQuA7MyiI,"Astrud Gilberto, Stanley Turrentine, ",0.635,0.384,303800,0.418,0.000754,10,0.0773,-14.634,1,0.0481,98.726,3.0,0.599,dinner,0
4mEVrfI9mRyUhVCN37hg3u,Olhos Feiticeiros,spotify:track:4mEVrfI9mRyUhVCN37hg3u,"Joyce, ",0.813,0.654,112760,0.37799999999999995,0.0,5,0.11,-12.024000000000001,0,0.0329,141.243,4.0,0.733,dinner,0
1rASuRGnqDs8aCtZgtFqu2,Boca De Sapo,spotify:track:1rASuRGnqDs8aCtZgtFqu2,"João Bosco, ",0.606,0.787,194280,0.659,0.000541,4,0.08,-9.13,1,0.0784,101.333,4.0,0.8859999999999999,dinner,0
0Eb3TL58Q9d0MUToLIcuAG,O Pato,spotify:track:0Eb3TL58Q9d0MUToLIcuAG,"Gilberto Gil, ",0.8059999999999999,0.7859999999999999,242493,0.428,0.478,2,0.145,-12.116,1,0.0687,83.93700000000001,4.0,0.6940000000000001,dinner,0
7oVqltDjGX62BtvbTLF8qY,Atrás Da Porta / Canção Do Amanhecer,spotify:track:7oVqltDjGX62BtvbTLF8qY,"Nana Caymmi, ",0.792,0.371,223507,0.298,0.0533,0,0.14300000000000002,-14.939,1,0.0328,108.82,4.0,0.122,dinner,0
79uEE6rjTMWzduoAvWFbZR,Samba do Avião,spotify:track:79uEE6rjTMWzduoAvWFbZR,"Miúcha, Antônio Carlos Jobim, ",0.767,0.529,168507,0.649,0.0,11,0.45399999999999996,-9.992,0,0.0862,157.736,4.0,0.369,dinner,0
6G1YS7GVFa9SebpwMED5jb,Ponteio,spotify:track:6G1YS7GVFa9SebpwMED5jb,"Astrud Gilberto, Stanley Turrentine, ",0.614,0.578,232093,0.401,0.00020899999999999998,5,0.12300000000000001,-14.927,0,0.0542,113.67399999999999,4.0,0.716,dinner,0
7yUFShkmQUMjljLGJVGvAH,Talismã,spotify:track:7yUFShkmQUMjljLGJVGvAH,"Monique Kessous, Raimundo Fagner, ",0.344,0.6609999999999999,273667,0.55,0.0,2,0.418,-7.803999999999999,1,0.0342,119.915,4.0,0.276,dinner,0
6yiCnuR7xZDaxyuU0tEPok,Ela É Carioca,spotify:track:6yiCnuR7xZDaxyuU0tEPok,"Os Cariocas, ",0.7829999999999999,0.419,154920,0.37799999999999995,0.0,8,0.165,-7.678999999999999,1,0.0291,130.838,4.0,0.33399999999999996,dinner,0
4dCbGaRR4F1EnJFav4YmkS,Mais Que Nada,spotify:track:4dCbGaRR4F1EnJFav4YmkS,"Sergio Mendes & Brasil '66, ",0.5589999999999999,0.638,160013,0.502,6.409999999999999e-05,5,0.282,-13.457,0,0.0462,88.65100000000001,4.0,0.856,dinner,0
5lq65xcRqsDnkl7O7OV4ht,Falsa Bahiana,spotify:track:5lq65xcRqsDnkl7O7OV4ht,"J. Pereira, ",0.483,0.61,195840,0.5539999999999999,7.57e-06,4,0.115,-9.072000000000001,0,0.122,77.273,4.0,0.76,dinner,0
0yO7Rg00ZJiMMb8pHiBojc,Samba de Orfeu,spotify:track:0yO7Rg00ZJiMMb8pHiBojc,"Luis Bonfa, Toots Thielemans, ",0.735,0.715,216360,0.406,0.649,4,0.11,-17.926,0,0.0573,104.756,4.0,0.665,dinner,0
0oiNDJWFLPQoAm35OwT66P,Children's Games,spotify:track:0oiNDJWFLPQoAm35OwT66P,"Antônio Carlos Jobim, ",0.37799999999999995,0.32799999999999996,207907,0.33399999999999996,0.823,1,0.0947,-18.008,1,0.0426,168.99900000000002,3.0,0.767,dinner,0
3ogX9R1qbv0jG9GQAOb4n5,Falsa Baiana,spotify:track:3ogX9R1qbv0jG9GQAOb4n5,"Gal Costa, ",0.9420000000000001,0.586,132933,0.0616,0.0327,9,0.12300000000000001,-24.997,1,0.0451,103.649,4.0,0.611,dinner,0
4S3Du6ZPFEzOKK9p5vbRrx,Pela Luz dos Olhos Teus - Bonus Track,spotify:track:4S3Du6ZPFEzOKK9p5vbRrx,"Miúcha, Antônio Carlos Jobim, ",0.877,0.455,164160,0.28600000000000003,0.0,9,0.10800000000000001,-11.618,1,0.0581,116.81,3.0,0.7759999999999999,dinner,0
1Yimq2iZciRfLDDdeGnhiA,Samba Cantina,spotify:track:1Yimq2iZciRfLDDdeGnhiA,"Paul Desmond, ",0.831,0.49700000000000005,338200,0.317,0.265,5,0.10099999999999999,-17.387,0,0.0455,152.421,4.0,0.777,dinner,0
2ExI2HJwAPqXs2eWfHb1uX,Falsa Baiana,spotify:track:2ExI2HJwAPqXs2eWfHb1uX,"Stan Getz, ",0.856,0.551,301773,0.44799999999999995,0.221,2,0.307,-11.286,1,0.0311,87.165,4.0,0.649,dinner,0
0VUjKEQA4M9Sqb362LjEDz,3 Horas da Manhã,spotify:track:0VUjKEQA4M9Sqb362LjEDz,"Tamba Trio, ",0.7170000000000001,0.6970000000000001,160000,0.595,0.0,9,0.098,-12.136,1,0.252,83.561,4.0,0.7440000000000001,dinner,0
2pIHetu2pPo3xagaL4m3DF,Viola Fora De Moda,spotify:track:2pIHetu2pPo3xagaL4m3DF,"Edu Lobo, ",0.111,0.569,170453,0.794,0.0010400000000000001,2,0.0839,-7.5,1,0.0436,106.055,4.0,0.395,dinner,0
6Vm5yxajBiFVA8iEH2uU3z,Vera Cruz,spotify:track:6Vm5yxajBiFVA8iEH2uU3z,"Milton Nascimento, ",0.45399999999999996,0.32799999999999996,192733,0.354,0.0798,2,0.596,-11.128,0,0.0325,120.022,4.0,0.11900000000000001,dinner,0
5E1707ifBAiZp9yJobsebZ,Onde Anda Você,spotify:track:5E1707ifBAiZp9yJobsebZ,"Toquinho, Vinícius de Moraes, ",0.6940000000000001,0.687,168427,0.39,0.0305,4,0.0946,-11.662,0,0.0325,109.654,3.0,0.59,dinner,0
4J4NyN2RYIWpuXbZom7IU1,Samba Da Volta,spotify:track:4J4NyN2RYIWpuXbZom7IU1,"Vinícius de Moraes, Toquinho, ",0.8420000000000001,0.364,173440,0.485,0.0024,9,0.17300000000000001,-9.382,0,0.0408,86.887,4.0,0.7559999999999999,dinner,0
7H1e5MyIEbut4dBPSzmtgh,Desacato,spotify:track:7H1e5MyIEbut4dBPSzmtgh,"Claudia, ",0.539,0.623,191200,0.327,0.0,1,0.405,-9.212,1,0.0346,118.811,4.0,0.281,dinner,0
31isd0Re7GM2OjMWRD9R70,Negue,spotify:track:31isd0Re7GM2OjMWRD9R70,"Maria Bethânia, ",0.775,0.348,238190,0.254,0.004379999999999999,4,0.36200000000000004,-13.207,0,0.0371,172.852,4.0,0.33399999999999996,dinner,0
6QJJcMI7Iv7iHetshB2v0e,Lamento No Morro,spotify:track:6QJJcMI7Iv7iHetshB2v0e,"Nara Leão, ",0.816,0.38,146773,0.397,0.018000000000000002,2,0.122,-11.024000000000001,0,0.0317,139.461,4.0,0.371,dinner,0
6M3Ks6GEsjZDITfrZrncRK,Jodel,spotify:track:6M3Ks6GEsjZDITfrZrncRK,"João Donato, Seu Trio, ",0.6579999999999999,0.5529999999999999,194240,0.7,0.889,10,0.098,-15.315999999999999,1,0.0496,145.614,4.0,0.541,dinner,0
5prGd6bC82Q2sRrOPn2KLS,So Nice (Summer Samba),spotify:track:5prGd6bC82Q2sRrOPn2KLS,"Marcos Valle, ",0.568,0.782,151093,0.48,0.0,5,0.0731,-11.197000000000001,1,0.0384,122.087,4.0,0.851,dinner,0
58DrbNadexaVVmsMkRgoTL,De Conversa Em Conversa,spotify:track:58DrbNadexaVVmsMkRgoTL,"João Gilberto, ",0.7879999999999999,0.675,134373,0.345,6.17e-06,6,0.152,-13.405999999999999,0,0.073,79.243,4.0,0.894,dinner,0
26texh9kObRkrwNT1EREMs,Walk on By - Studio Rio Version,spotify:track:26texh9kObRkrwNT1EREMs,"Aretha Franklin, Studio Rio, ",0.6409999999999999,0.746,200493,0.519,0.0,0,0.0951,-6.29,0,0.0253,100.162,4.0,0.6659999999999999,dinner,0
4mH5oNojEmOswUGgCizDeb,Lovely Day - Studio Rio Version,spotify:track:4mH5oNojEmOswUGgCizDeb,"Bill Withers, Studio Rio, ",0.12,0.6859999999999999,237933,0.833,0.105,9,0.0894,-5.449,1,0.0403,97.671,4.0,0.888,dinner,0
6cjjUuY51c5SwTABCVPSYH,Bossa Nova U.S.A.,spotify:track:6cjjUuY51c5SwTABCVPSYH,"Dave Brubeck, ",0.53,0.617,143507,0.49700000000000005,0.00662,5,0.0767,-14.132,1,0.0471,105.943,4.0,0.8059999999999999,dinner,0
67Hu8S8wMhAEKY6AfGSMoZ,The Girl from Ipanema,spotify:track:67Hu8S8wMhAEKY6AfGSMoZ,"Charlie Byrd, Kevin Boutote, ",0.877,0.662,168173,0.22699999999999998,0.8490000000000001,5,0.13699999999999998,-17.07,1,0.0333,150.097,4.0,0.642,dinner,0
4fra09o7m40oh1e9AFlcmL,Domingo em Copacabana,spotify:track:4fra09o7m40oh1e9AFlcmL,"Elis Regina, ",0.687,0.764,127693,0.51,0.0717,5,0.0991,-10.33,0,0.0681,94.639,4.0,0.835,dinner,0
1yhuvsoxqYNw7gDgs7c8bW,Coração Vagabundo,spotify:track:1yhuvsoxqYNw7gDgs7c8bW,"Gal Costa, Caetano Veloso, ",0.785,0.5770000000000001,143427,0.312,0.0976,0,0.138,-13.453,0,0.0448,80.69800000000001,1.0,0.369,dinner,0
3aXSKGqHUGXWPfBcpl1C8I,Samba do Carioca,spotify:track:3aXSKGqHUGXWPfBcpl1C8I,"Flora Purim, ",0.765,0.423,125333,0.613,0.0,5,0.736,-8.962,0,0.0777,100.792,3.0,0.8740000000000001,dinner,0
2MrY7stBQmQu3qDTRAaF1f,Berimbau,spotify:track:2MrY7stBQmQu3qDTRAaF1f,"Maria Creuza, ",0.882,0.738,166427,0.467,0.000148,0,0.0996,-10.249,0,0.0464,154.966,4.0,0.6809999999999999,dinner,0
2IAmL20tcnaitCWZC3DU12,Brazil (Aka Aquarela do Brasil),spotify:track:2IAmL20tcnaitCWZC3DU12,"Antônio Carlos Jobim, ",0.11800000000000001,0.505,442933,0.483,0.894,10,0.0773,-20.0,0,0.0438,111.795,4.0,0.62,dinner,0
4fuLuM6u6s4hUO7zkVJCIv,Canto de Ossanha,spotify:track:4fuLuM6u6s4hUO7zkVJCIv,"Maysa, ",0.9420000000000001,0.49200000000000005,172200,0.271,1.25e-05,3,0.0974,-8.789,1,0.0889,139.806,4.0,0.353,dinner,0
4QXtZtoM3LDfdi37lL7CcA,O Amor Em Paz,spotify:track:4QXtZtoM3LDfdi37lL7CcA,"Chico Buarque, ",0.8140000000000001,0.6509999999999999,255973,0.26899999999999996,0.11800000000000001,9,0.152,-15.785,0,0.0273,102.066,4.0,0.293,dinner,0
5Xru9DheDWuVfontF3xtN1,Mas Que Nada,spotify:track:5Xru9DheDWuVfontF3xtN1,"Tamba Trio, ",0.385,0.662,162133,0.698,0.00213,5,0.0796,-6.942,1,0.0297,80.368,4.0,0.785,dinner,0
5Hn8fkS53OA0gTZFgmUdkR,Chega de Saudade,spotify:track:5Hn8fkS53OA0gTZFgmUdkR,"Zeca Pagodinho, ",0.746,0.797,234747,0.5760000000000001,0.00015,2,0.0422,-10.289000000000001,1,0.207,86.014,4.0,0.743,dinner,0
2KI2QttuOK3cNG89XtMjDi,A Felicidade,spotify:track:2KI2QttuOK3cNG89XtMjDi,"Joyce, Roberta Sá, ",0.868,0.537,249547,0.28800000000000003,0.0,0,0.128,-11.126,0,0.0308,95.125,4.0,0.26899999999999996,dinner,0
2LFcZ1nrrMPmGOvuEwAK23,Manha de Carnaval,spotify:track:2LFcZ1nrrMPmGOvuEwAK23,"João Donato, ",0.672,0.737,186773,0.32299999999999995,0.8540000000000001,9,0.131,-17.345,0,0.0452,116.734,4.0,0.847,dinner,0
6rZtjKNEHEOZZDjVK1KzjO,Obsession,spotify:track:6rZtjKNEHEOZZDjVK1KzjO,"Sarah Vaughan, ",0.242,0.6679999999999999,188840,0.494,3.19e-06,5,0.0918,-14.149000000000001,0,0.0649,82.229,4.0,0.467,dinner,0
